Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2017-11-30T21:00:00Z,SPY,234.52115272,1194,Market On Open,Filled,280018.25634768,"" 
2017-12-07T21:00:00Z,SPY,234.6982835,-1194,Market On Open,Filled,-280229.750499,"Liquidated" 
2017-12-08T21:00:00Z,SPY,235.22967584,1193,Market On Open,Filled,280629.00327712,"" 
2017-12-18T21:00:00Z,SPY,239.030609312,-1193,Market On Open,Filled,-285163.51690922,"Liquidated" 
2017-12-19T21:00:00Z,SPY,238.7991544,1198,Market On Open,Filled,286081.3869712,"" 
2018-01-04T21:00:00Z,SPY,242.635964672,-1198,Market On Open,Filled,-290677.88567706,"Liquidated" 
2018-01-05T21:00:00Z,SPY,243.312525184,1190,Market On Open,Filled,289541.90496896,"" 
2018-01-09T21:00:00Z,SPY,243.659707552,-1190,Market On Open,Filled,-289955.05198688,"Liquidated" 
2018-01-10T21:00:00Z,SPY,244.5855272,1188,Market On Open,Filled,290567.6063136,"" 
2018-01-29T21:00:00Z,SPY,252.10781184,-1188,Market On Open,Filled,-299504.08046592,"Liquidated" 
2018-01-30T21:00:00Z,SPY,251.7072168,1192,Market On Open,Filled,300035.0024256,"" 
2018-02-13T21:00:00Z,SPY,235.37184128,-1192,Market On Open,Filled,-280563.23480576,"Liquidated" 
2018-03-06T21:00:00Z,SPY,240.704206368,1150,Market On Open,Filled,276809.8373232,"" 
2018-03-09T21:00:00Z,SPY,248.54696704,-1150,Market On Open,Filled,-285829.012096,"Liquidated" 
2018-03-13T20:00:00Z,SPY,247.309573472,1171,Market On Open,Filled,289599.51053571,"" 
2018-04-02T20:00:00Z,SPY,231.419174688,-1171,Market On Open,Filled,-270991.85355965,"Liquidated" 
2018-04-03T20:00:00Z,SPY,229.488596064,1158,Market On Open,Filled,265747.79424211,"" 
2018-04-05T20:00:00Z,SPY,235.441213488,-1158,Market On Open,Filled,-272640.9252191,"Liquidated" 
2018-04-06T20:00:00Z,SPY,233.608951368,1192,Market On Open,Filled,278461.87003066,"" 
2018-04-11T20:00:00Z,SPY,237.103656192,-1192,Market On Open,Filled,-282627.55818086,"Liquidated" 
2018-04-12T20:00:00Z,SPY,239.04317268,1182,Market On Open,Filled,282549.03010776,"" 
2018-04-18T20:00:00Z,SPY,240.955875576,-1182,Market On Open,Filled,-284809.84493083,"Liquidated" 
2018-04-19T20:00:00Z,SPY,240.312349368,1178,Market On Open,Filled,283087.9475555,"" 
2018-04-27T20:00:00Z,SPY,238.873353264,-1178,Market On Open,Filled,-281392.81014499,"Liquidated" 
2018-04-30T20:00:00Z,SPY,235.843417368,1190,Market On Open,Filled,280653.66666792,"" 
2018-05-07T20:00:00Z,SPY,238.176199872,-1190,Market On Open,Filled,-283429.67784768,"Liquidated" 
2018-05-08T20:00:00Z,SPY,239.239805688,1191,Market On Open,Filled,284934.60857441,"" 
2018-05-11T20:00:00Z,SPY,244.307574576,-1191,Market On Open,Filled,-290970.32132002,"Liquidated" 
2018-05-14T20:00:00Z,SPY,242.680883328,1189,Market On Open,Filled,288547.57027699,"" 
2018-05-16T20:00:00Z,SPY,243.047335752,-1189,Market On Open,Filled,-288983.28220913,"Liquidated" 
2018-05-17T20:00:00Z,SPY,242.761324104,1195,Market On Open,Filled,290099.78230428,"" 
2018-05-22T20:00:00Z,SPY,242.385933816,-1195,Market On Open,Filled,-289651.19091012,"Liquidated" 
2018-05-23T20:00:00Z,SPY,243.95899788,1188,Market On Open,Filled,289823.28948144,"" 
2018-05-31T20:00:00Z,SPY,243.547856136,-1188,Market On Open,Filled,-289334.85308957,"Liquidated" 
2018-06-01T20:00:00Z,SPY,245.353304664,1184,Market On Open,Filled,290498.31272218,"" 
2018-06-05T20:00:00Z,SPY,246.59566776,-1184,Market On Open,Filled,-291969.27062784,"Liquidated" 
2018-06-06T20:00:00Z,SPY,248.454743472,1174,Market On Open,Filled,291685.86883613,"" 
2018-06-18T20:00:00Z,SPY,245.982723546,-1174,Market On Open,Filled,-288783.717443,"Liquidated" 
2018-06-19T20:00:00Z,SPY,248.038714629,1165,Market On Open,Filled,288965.10254278,"" 
2018-06-25T20:00:00Z,SPY,243.854907447,-1165,Market On Open,Filled,-284090.96717576,"Liquidated" 
2018-06-26T20:00:00Z,SPY,244.447463829,1162,Market On Open,Filled,284047.9529693,"" 
2018-07-09T20:00:00Z,SPY,249.95105568,-1162,Market On Open,Filled,-290443.12670016,"Liquidated" 
2018-07-10T20:00:00Z,SPY,248.846746059,1157,Market On Open,Filled,287915.68519026,"" 
2018-07-18T20:00:00Z,SPY,251.665877937,-1157,Market On Open,Filled,-291177.42077311,"Liquidated" 
2018-07-19T20:00:00Z,SPY,251.20799346,1165,Market On Open,Filled,292657.3123809,"" 
2018-07-24T20:00:00Z,SPY,252.617559399,-1165,Market On Open,Filled,-294299.45669984,"Liquidated" 
2018-07-25T20:00:00Z,SPY,254.215666005,1155,Market On Open,Filled,293619.09423578,"" 
2018-08-01T20:00:00Z,SPY,250.884780888,-1155,Market On Open,Filled,-289771.92192564,"Liquidated" 
2018-08-02T20:00:00Z,SPY,253.676978385,1147,Market On Open,Filled,290967.4942076,"" 
2018-08-09T20:00:00Z,SPY,254.458075434,-1147,Market On Open,Filled,-291863.4125228,"Liquidated" 
2018-08-10T20:00:00Z,SPY,254.520922323,1147,Market On Open,Filled,291935.49790448,"" 
2018-08-21T20:00:00Z,SPY,256.675672803,-1147,Market On Open,Filled,-294406.99670504,"Liquidated" 
2018-08-22T20:00:00Z,SPY,256.720563438,1144,Market On Open,Filled,293688.32457307,"" 
2018-08-24T20:00:00Z,SPY,259.342176522,-1144,Market On Open,Filled,-296687.44994117,"Liquidated" 
2018-08-27T20:00:00Z,SPY,260.63502681,1142,Market On Open,Filled,297645.20061702,"" 
2018-08-29T20:00:00Z,SPY,261.209626938,-1142,Market On Open,Filled,-298301.3939632,"Liquidated" 
2018-08-31T20:00:00Z,SPY,260.231011095,1142,Market On Open,Filled,297183.81467049,"" 
2018-10-01T20:00:00Z,SPY,262.966574802,-1142,Market On Open,Filled,-300307.82842388,"Liquidated" 
2018-10-02T20:00:00Z,SPY,264.021796164,1144,Market On Open,Filled,302040.93481162,"" 
2018-10-04T20:00:00Z,SPY,261.23492949,-1144,Market On Open,Filled,-298852.75933656,"Liquidated" 
2018-10-05T20:00:00Z,SPY,258.899012116,1146,Market On Open,Filled,296698.26788494,"" 
2018-10-17T20:00:00Z,SPY,251.999487826,-1146,Market On Open,Filled,-288791.4130486,"Liquidated" 
2018-10-18T20:00:00Z,SPY,249.970215976,1162,Market On Open,Filled,290465.39096411,"" 
2018-10-23T20:00:00Z,SPY,246.515944338,-1162,Market On Open,Filled,-286451.52732076,"Liquidated" 
2018-10-24T20:00:00Z,SPY,241.086514766,1194,Market On Open,Filled,287857.2986306,"" 
2018-11-01T20:00:00Z,SPY,247.79664035,-1194,Market On Open,Filled,-295869.1885779,"Liquidated" 
2018-11-05T21:00:00Z,SPY,246.543001296,1191,Market On Open,Filled,293632.71454354,"" 
2018-11-07T21:00:00Z,SPY,252.630816846,-1191,Market On Open,Filled,-300883.30286359,"Liquidated" 
2018-11-09T21:00:00Z,SPY,250.042367864,1201,Market On Open,Filled,300300.88380466,"" 
2018-11-16T21:00:00Z,SPY,246.371640562,-1201,Market On Open,Filled,-295892.34031496,"Liquidated" 
2018-11-19T21:00:00Z,SPY,239.372907426,1222,Market On Open,Filled,292513.69287457,"" 
2018-11-28T21:00:00Z,SPY,246.858665806,-1222,Market On Open,Filled,-301661.28961493,"Liquidated" 
2018-11-30T21:00:00Z,SPY,252.874329468,1229,Market On Open,Filled,310782.55091617,"" 
2018-12-14T21:00:00Z,SPY,233.943477854,-1229,Market On Open,Filled,-287516.53428257,"Liquidated" 
2018-12-17T21:00:00Z,SPY,231.959300934,1226,Market On Open,Filled,284382.10294508,"" 
2018-12-27T21:00:00Z,SPY,226.546764964,-1226,Market On Open,Filled,-277746.33384586,"Liquidated" 
2019-01-28T21:00:00Z,SPY,239.428533524,1152,Market On Open,Filled,275821.67061965,"" 
2019-02-01T21:00:00Z,SPY,245.062039352,-1152,Market On Open,Filled,-282311.4693335,"Liquidated" 
2019-02-04T21:00:00Z,SPY,247.175737996,1144,Market On Open,Filled,282769.04426742,"" 
2019-02-06T21:00:00Z,SPY,245.778701124,-1144,Market On Open,Filled,-281170.83408586,"Liquidated" 
2019-02-07T21:00:00Z,SPY,243.773862496,1145,Market On Open,Filled,279121.07255792,"" 
2019-02-14T21:00:00Z,SPY,250.722760184,-1145,Market On Open,Filled,-287077.56041068,"Liquidated" 
2019-02-15T21:00:00Z,SPY,250.849763536,1147,Market On Open,Filled,287724.67877579,"" 
2019-03-06T21:00:00Z,SPY,251.140056912,-1147,Market On Open,Filled,-288057.64527806,"Liquidated" 
2019-03-07T21:00:00Z,SPY,247.583963056,1158,Market On Open,Filled,286702.22921885,"" 
2019-03-12T20:00:00Z,SPY,254.451215732,-1158,Market On Open,Filled,-294654.50781766,"Liquidated" 
2019-03-13T20:00:00Z,SPY,255.213235844,1163,Market On Open,Filled,296812.99328657,"" 
2019-03-15T20:00:00Z,SPY,256.51971939,-1163,Market On Open,Filled,-298332.43365057,"Liquidated" 
2019-03-18T20:00:00Z,SPY,258.30559887,1159,Market On Open,Filled,299376.18909033,"" 
2019-03-22T20:00:00Z,SPY,254.11424907,-1159,Market On Open,Filled,-294518.41467213,"Liquidated" 
2019-03-25T20:00:00Z,SPY,256.00946811,1154,Market On Open,Filled,295434.92619894,"" 
2019-03-27T20:00:00Z,SPY,255.45365868,-1154,Market On Open,Filled,-294793.52211672,"Liquidated" 
2019-03-28T20:00:00Z,SPY,257.32154283,1145,Market On Open,Filled,294633.16654035,"" 
2019-04-02T20:00:00Z,SPY,261.80446479,-1145,Market On Open,Filled,-299766.11218455,"Liquidated" 
2019-04-03T20:00:00Z,SPY,261.3215484,1141,Market On Open,Filled,298167.8867244,"" 
2019-04-08T20:00:00Z,SPY,262.15981836,-1141,Market On Open,Filled,-299124.35274876,"Liquidated" 
2019-04-09T20:00:00Z,SPY,262.20537651,1141,Market On Open,Filled,299176.33459791,"" 
2019-04-16T20:00:00Z,SPY,265.52200983,-1141,Market On Open,Filled,-302960.61321603,"Liquidated" 
2019-04-17T20:00:00Z,SPY,264.34660956,1147,Market On Open,Filled,303205.56116532,"" 
2019-04-23T20:00:00Z,SPY,266.75207988,-1147,Market On Open,Filled,-305964.63562236,"Liquidated" 
2019-04-24T20:00:00Z,SPY,266.16893556,1147,Market On Open,Filled,305295.76908732,"" 
2019-04-29T20:00:00Z,SPY,267.44456376,-1147,Market On Open,Filled,-306758.91463272,"Liquidated" 
2019-04-30T20:00:00Z,SPY,268.57440588,1145,Market On Open,Filled,307517.6947326,"" 
2019-05-06T20:00:00Z,SPY,264.37394445,-1145,Market On Open,Filled,-302708.16639525,"Liquidated" 
2019-05-08T20:00:00Z,SPY,259.8636876,1152,Market On Open,Filled,299362.9681152,"" 
2019-05-10T20:00:00Z,SPY,257.30331957,-1152,Market On Open,Filled,-296413.42414464,"Liquidated" 
2019-05-13T20:00:00Z,SPY,256.95707763,1168,Market On Open,Filled,300125.86667184,"" 
2019-05-16T20:00:00Z,SPY,259.79990619,-1168,Market On Open,Filled,-303446.29042992,"Liquidated" 
2019-05-17T20:00:00Z,SPY,258.82496178,1161,Market On Open,Filled,300495.78062658,"" 
2019-05-23T20:00:00Z,SPY,258.54250125,-1161,Market On Open,Filled,-300167.84395125,"Liquidated" 
2019-05-24T20:00:00Z,SPY,257.86824063,1172,Market On Open,Filled,302221.57801836,"" 
2019-06-06T20:00:00Z,SPY,260.54705985,-1172,Market On Open,Filled,-305361.1541442,"Liquidated" 
2019-06-11T20:00:00Z,SPY,262.99808832,1159,Market On Open,Filled,304814.78436288,"" 
2019-06-19T20:00:00Z,SPY,269.72247126,-1159,Market On Open,Filled,-312608.34419034,"Liquidated" 
2019-06-20T20:00:00Z,SPY,269.31267209,1160,Market On Open,Filled,312402.6996244,"" 
2019-06-28T20:00:00Z,SPY,271.63827958,-1160,Market On Open,Filled,-315100.4043128,"Liquidated" 
2019-07-01T20:00:00Z,SPY,270.640282665,1165,Market On Open,Filled,315295.92930473,"" 
2019-07-15T20:00:00Z,SPY,275.26402984,-1165,Market On Open,Filled,-320682.5947636,"Liquidated" 
2019-07-16T20:00:00Z,SPY,274.467463495,1169,Market On Open,Filled,320852.46482565,"" 
2019-07-24T20:00:00Z,SPY,275.566175695,-1169,Market On Open,Filled,-322136.85938745,"Liquidated" 
2019-07-26T20:00:00Z,SPY,276.371897975,1165,Market On Open,Filled,321973.26114087,"" 
2019-07-30T20:00:00Z,SPY,275.57533163,-1165,Market On Open,Filled,-321045.26134895,"Liquidated" 
2019-07-31T20:00:00Z,SPY,272.44400186,1179,Market On Open,Filled,321211.47819294,"" 
2019-08-05T20:00:00Z,SPY,261.795649455,-1179,Market On Open,Filled,-308657.07070744,"Liquidated" 
2019-08-06T20:00:00Z,SPY,260.3947914,1171,Market On Open,Filled,304922.3007294,"" 
2019-08-08T20:00:00Z,SPY,267.893502165,-1171,Market On Open,Filled,-313703.29103522,"Liquidated" 
2019-08-09T20:00:00Z,SPY,265.43055565,1189,Market On Open,Filled,315596.93066785,"" 
2019-08-14T20:00:00Z,SPY,260.843432215,-1189,Market On Open,Filled,-310142.84090364,"Liquidated" 
2019-08-15T20:00:00Z,SPY,262.308381815,1197,Market On Open,Filled,313983.13303255,"" 
2019-08-19T20:00:00Z,SPY,267.15187143,-1197,Market On Open,Filled,-319780.79010171,"Liquidated" 
2019-08-20T20:00:00Z,SPY,267.783630945,1196,Market On Open,Filled,320269.22261022,"" 
2019-08-28T20:00:00Z,SPY,267.142715495,-1196,Market On Open,Filled,-319502.68773202,"Liquidated" 
2019-08-30T20:00:00Z,SPY,266.03484736,1184,Market On Open,Filled,314985.25927424,"" 
2019-09-09T20:00:00Z,SPY,272.233415355,-1184,Market On Open,Filled,-322324.36378032,"Liquidated" 
2019-09-10T20:00:00Z,SPY,273.295503815,1188,Market On Open,Filled,324675.05853222,"" 
2019-09-17T20:00:00Z,SPY,275.108378945,-1188,Market On Open,Filled,-326828.75418666,"Liquidated" 
2019-09-18T20:00:00Z,SPY,276.05144025,1184,Market On Open,Filled,326844.905256,"" 
2019-10-07T20:00:00Z,SPY,267.695360115,-1184,Market On Open,Filled,-316951.30637616,"Liquidated" 
2019-10-08T20:00:00Z,SPY,267.46540499,1193,Market On Open,Filled,319086.22815307,"" 
2019-10-11T20:00:00Z,SPY,272.202480565,-1193,Market On Open,Filled,-324737.55931405,"Liquidated" 
2019-10-14T20:00:00Z,SPY,273.232679525,1183,Market On Open,Filled,323234.25987807,"" 
2019-10-16T20:00:00Z,SPY,275.67020385,-1183,Market On Open,Filled,-326117.85115455,"Liquidated" 
2019-10-17T20:00:00Z,SPY,274.759581555,1181,Market On Open,Filled,324491.06581645,"" 
2019-10-22T20:00:00Z,SPY,274.78717617,-1181,Market On Open,Filled,-324523.65505677,"Liquidated" 
2019-10-23T20:00:00Z,SPY,276.75559204,1178,Market On Open,Filled,326018.08742312,"" 
2019-11-05T21:00:00Z,SPY,282.44008273,-1178,Market On Open,Filled,-332714.41745594,"Liquidated" 
2019-11-07T21:00:00Z,SPY,283.13914631,1170,Market On Open,Filled,331272.8011827,"" 
2019-11-15T21:00:00Z,SPY,286.54248216,-1170,Market On Open,Filled,-335254.7041272,"Liquidated" 
2019-11-18T21:00:00Z,SPY,287.60947394,1169,Market On Open,Filled,336215.47503586,"" 
2019-11-20T21:00:00Z,SPY,285.926202425,-1169,Market On Open,Filled,-334247.73063483,"Liquidated" 
2019-11-21T21:00:00Z,SPY,286.11936473,1169,Market On Open,Filled,334473.53736937,"" 
2019-11-26T21:00:00Z,SPY,289.439916735,-1169,Market On Open,Filled,-338355.26266321,"Liquidated" 
2019-12-02T21:00:00Z,SPY,283.89339912,1177,Market On Open,Filled,334142.53076424,"" 
2019-12-10T21:00:00Z,SPY,288.869628025,-1177,Market On Open,Filled,-339999.55218543,"Liquidated" 
2019-12-11T21:00:00Z,SPY,289.237556225,1187,Market On Open,Filled,343324.97923907,"" 
2019-12-13T21:00:00Z,SPY,293.58830719,-1187,Market On Open,Filled,-348489.32063453,"Liquidated" 
2019-12-16T21:00:00Z,SPY,294.32416359,1186,Market On Open,Filled,349068.45801774,"" 
2019-12-19T21:00:00Z,SPY,296.288841112,-1186,Market On Open,Filled,-351398.56555883,"Liquidated" 
2019-12-20T21:00:00Z,SPY,297.296374764,1183,Market On Open,Filled,351701.61134581,"" 
2020-01-02T21:00:00Z,SPY,296.889663932,-1183,Market On Open,Filled,-351220.47243156,"Liquidated" 
2020-01-03T21:00:00Z,SPY,296.196406832,1175,Market On Open,Filled,348030.7780276,"" 
2020-01-07T21:00:00Z,SPY,298.553480972,-1175,Market On Open,Filled,-350800.3401421,"Liquidated" 
2020-01-08T21:00:00Z,SPY,301.52062136,1177,Market On Open,Filled,354889.77134072,"" 
2020-01-10T21:00:00Z,SPY,301.70548992,-1177,Market On Open,Filled,-355107.36163584,"Liquidated" 
2020-01-13T21:00:00Z,SPY,302.703780144,1165,Market On Open,Filled,352649.90386776,"" 
2020-01-15T21:00:00Z,SPY,304.728090876,-1165,Market On Open,Filled,-355008.22587054,"Liquidated" 
2020-01-16T21:00:00Z,SPY,306.622993616,1163,Market On Open,Filled,356602.54157541,"" 
2020-02-05T21:00:00Z,SPY,308.712008344,-1163,Market On Open,Filled,-359032.06570407,"Liquidated" 
2020-02-07T21:00:00Z,SPY,306.133091932,1166,Market On Open,Filled,356951.18519271,"" 
2020-02-11T21:00:00Z,SPY,311.374115608,-1166,Market On Open,Filled,-363062.21879893,"Liquidated" 
2020-02-12T21:00:00Z,SPY,310.505233376,1167,Market On Open,Filled,362359.60734979,"" 
2020-02-14T21:00:00Z,SPY,311.059839056,-1167,Market On Open,Filled,-363006.83217835,"Liquidated" 
2020-02-18T21:00:00Z,SPY,312.252241268,1172,Market On Open,Filled,365959.6267661,"" 
2020-03-03T21:00:00Z,SPY,282.950574508,-1172,Market On Open,Filled,-331618.07332338,"Liquidated" 
2020-05-22T20:00:00Z,SPY,280.75531194,1203,Market On Open,Filled,337748.64026382,"" 
2020-06-04T20:00:00Z,SPY,295.120358865,-1203,Market On Open,Filled,-355029.79171459,"Liquidated" 
2020-06-10T20:00:00Z,SPY,289.448722215,1172,Market On Open,Filled,339233.90243598,"" 
2020-06-16T20:00:00Z,SPY,291.98701206,-1172,Market On Open,Filled,-342208.77813432,"Liquidated" 
2020-07-10T20:00:00Z,SPY,298.894048128,1182,Market On Open,Filled,353292.7648873,"" 
2020-07-20T20:00:00Z,SPY,304.889485824,-1182,Market On Open,Filled,-360379.37224397,"Liquidated" 
2020-07-22T20:00:00Z,SPY,304.86146976,1172,Market On Open,Filled,357297.64255872,"" 
2020-07-28T20:00:00Z,SPY,300.836495232,-1172,Market On Open,Filled,-352580.3724119,"Liquidated" 
2020-07-29T20:00:00Z,SPY,300.61236672,1163,Market On Open,Filled,349612.18249536,"" 
2020-07-31T20:00:00Z,SPY,306.598465728,-1163,Market On Open,Filled,-356574.01564166,"Liquidated" 
2020-08-03T20:00:00Z,SPY,306.196902144,1172,Market On Open,Filled,358862.76931277,"" 
2020-08-05T20:00:00Z,SPY,309.596184576,-1172,Market On Open,Filled,-362846.72832307,"Liquidated" 
2020-08-06T20:00:00Z,SPY,311.249132352,1165,Market On Open,Filled,362605.23919008,"" 
2020-08-10T20:00:00Z,SPY,314.583043968,-1165,Market On Open,Filled,-366489.24622272,"Liquidated" 
2020-08-11T20:00:00Z,SPY,313.284966336,1183,Market On Open,Filled,370616.11517549,"" 
2020-08-19T20:00:00Z,SPY,313.154224704,-1183,Market On Open,Filled,-370461.44782483,"Liquidated" 
2020-08-20T20:00:00Z,SPY,315.516912768,1164,Market On Open,Filled,367261.68646195,"" 
2020-08-27T20:00:00Z,SPY,326.34045216,-1164,Market On Open,Filled,-379860.28631424,"Liquidated" 
2020-08-28T20:00:00Z,SPY,327.18093408,1161,Market On Open,Filled,379857.06446688,"" 
2020-09-01T20:00:00Z,SPY,331.187231232,-1161,Market On Open,Filled,-384508.37546035,"Liquidated" 
2020-09-03T20:00:00Z,SPY,323.183975616,1193,Market On Open,Filled,385558.48290989,"" 
2020-09-15T20:00:00Z,SPY,318.9161952,-1193,Market On Open,Filled,-380467.0208736,"Liquidated" 
2020-09-16T20:00:00Z,SPY,311.463922176,1200,Market On Open,Filled,373756.7066112,"" 
2020-09-28T20:00:00Z,SPY,313.1609718,-1200,Market On Open,Filled,-375793.16616,"Liquidated" 
2020-10-02T20:00:00Z,SPY,315.045563277,1219,Market On Open,Filled,384040.54163466,"" 
2020-10-09T20:00:00Z,SPY,327.740771535,-1219,Market On Open,Filled,-399516.00050116,"Liquidated" 
2020-10-12T20:00:00Z,SPY,330.328568787,1202,Market On Open,Filled,397054.93968197,"" 
2020-11-05T21:00:00Z,SPY,328.134566769,-1202,Market On Open,Filled,-394417.74925634,"Liquidated" 
2020-11-09T21:00:00Z,SPY,331.463074104,1187,Market On Open,Filled,393446.66896145,"" 
2020-11-17T21:00:00Z,SPY,338.457627546,-1187,Market On Open,Filled,-401749.2038971,"Liquidated" 
2020-11-18T21:00:00Z,SPY,333.488306736,1206,Market On Open,Filled,402186.89792362,"" 
2020-11-25T21:00:00Z,SPY,341.139185568,-1206,Market On Open,Filled,-411413.85779501,"Liquidated" 
2020-11-30T21:00:00Z,SPY,342.78937512,1213,Market On Open,Filled,415803.51202056,"" 
2020-12-03T21:00:00Z,SPY,344.38330821,-1213,Market On Open,Filled,-417736.95285873,"Liquidated" 
2020-12-04T21:00:00Z,SPY,345.949113069,1193,Market On Open,Filled,412717.29189132,"" 
2020-12-08T21:00:00Z,SPY,347.768072007,-1193,Market On Open,Filled,-414887.30990435,"Liquidated" 
2020-12-09T21:00:00Z,SPY,342.592477503,1209,Market On Open,Filled,414194.30530113,"" 
2020-12-17T21:00:00Z,SPY,349.316400312,-1209,Market On Open,Filled,-422323.52797721,"Liquidated" 
2020-12-18T21:00:00Z,SPY,343.666773912,1220,Market On Open,Filled,419273.46417264,"" 
2021-01-07T21:00:00Z,SPY,358.402882772,-1220,Market On Open,Filled,-437251.51698184,"Liquidated" 
2021-01-08T21:00:00Z,SPY,355.775806496,1231,Market On Open,Filled,437960.01779658,"" 
2021-01-12T21:00:00Z,SPY,356.53850606,-1231,Market On Open,Filled,-438898.90095986,"Liquidated" 
2021-01-13T21:00:00Z,SPY,358.402882772,1239,Market On Open,Filled,444061.17175451,"" 
2021-01-19T21:00:00Z,SPY,358.84543684,-1239,Market On Open,Filled,-444609.49624476,"Liquidated" 
2021-01-20T21:00:00Z,SPY,362.0468918,1227,Market On Open,Filled,444231.5362386,"" 
2021-02-03T21:00:00Z,SPY,360.662733332,-1227,Market On Open,Filled,-442533.17379836,"Liquidated" 
2021-02-04T21:00:00Z,SPY,365.596740388,1215,Market On Open,Filled,444200.03957142,"" 
2021-02-16T21:00:00Z,SPY,367.630605892,-1215,Market On Open,Filled,-446671.18615878,"Liquidated" 
2021-02-17T21:00:00Z,SPY,366.811410064,1202,Market On Open,Filled,440907.31489693,"" 
2021-02-19T21:00:00Z,SPY,364.457399064,-1202,Market On Open,Filled,-438077.79367493,"Liquidated" 
2021-02-22T21:00:00Z,SPY,362.254044768,1211,Market On Open,Filled,438689.64821405,"" 
2021-02-24T21:00:00Z,SPY,367.705934244,-1211,Market On Open,Filled,-445291.88636948,"Liquidated" 
2021-02-25T21:00:00Z,SPY,361.990395536,1244,Market On Open,Filled,450316.05204678,"" 
2021-03-02T21:00:00Z,SPY,363.299225652,-1244,Market On Open,Filled,-451944.23671109,"Liquidated" 
2021-03-03T21:00:00Z,SPY,358.958429368,1252,Market On Open,Filled,449415.95356874,"" 
2021-03-11T21:00:00Z,SPY,369.193669196,-1252,Market On Open,Filled,-462230.47383339,"Liquidated" 
2021-03-16T20:00:00Z,SPY,371.519432064,1240,Market On Open,Filled,460684.09575936,"" 
2021-03-29T20:00:00Z,SPY,372.53763393,-1240,Market On Open,Filled,-461946.6660732,"Liquidated" 
2021-03-30T20:00:00Z,SPY,373.48232173,1243,Market On Open,Filled,464238.52591039,"" 
2021-04-01T20:00:00Z,SPY,381.172080422,-1243,Market On Open,Filled,-473796.89596455,"Liquidated" 
2021-04-08T20:00:00Z,SPY,385.848285032,1226,Market On Open,Filled,473049.99744923,"" 
2021-04-12T20:00:00Z,SPY,388.805157846,-1226,Market On Open,Filled,-476675.1235192,"Liquidated" 
2021-04-13T20:00:00Z,SPY,390.023805108,1222,Market On Open,Filled,476609.08984198,"" 
2021-05-17T20:00:00Z,SPY,392.791740362,-1222,Market On Open,Filled,-479991.50672236,"Liquidated" 
2021-05-18T20:00:00Z,SPY,384.421806454,1234,Market On Open,Filled,474376.50916424,"" 
2021-06-04T20:00:00Z,SPY,399.17782989,-1234,Market On Open,Filled,-492585.44208426,"Liquidated" 
2021-06-07T20:00:00Z,SPY,399.754089448,1249,Market On Open,Filled,499292.85772055,"" 
2021-06-09T20:00:00Z,SPY,399.565151888,-1249,Market On Open,Filled,-499056.87470811,"Liquidated" 
2021-06-10T20:00:00Z,SPY,400.660989736,1244,Market On Open,Filled,498422.27123158,"" 
2021-06-14T20:00:00Z,SPY,401.926871388,-1244,Market On Open,Filled,-499997.02800667,"Liquidated" 
2021-06-15T20:00:00Z,SPY,401.123886758,1246,Market On Open,Filled,499800.36290047,"" 
2021-06-23T20:00:00Z,SPY,402.739390526,-1246,Market On Open,Filled,-501813.2805954,"Liquidated" 
2021-06-24T20:00:00Z,SPY,403.715602072,1245,Market On Open,Filled,502625.92457964,"" 
2021-06-28T20:00:00Z,SPY,405.525858434,-1245,Market On Open,Filled,-504879.69375033,"Liquidated" 
2021-06-29T20:00:00Z,SPY,404.871891476,1243,Market On Open,Filled,503255.76110467,"" 
2021-07-02T20:00:00Z,SPY,411.09879425,-1243,Market On Open,Filled,-510995.80125275,"Liquidated" 
2021-07-06T20:00:00Z,SPY,411.070360904,1246,Market On Open,Filled,512193.66968638,"" 
2021-07-09T20:00:00Z,SPY,412.738450536,-1246,Market On Open,Filled,-514272.10936786,"Liquidated" 
2021-07-12T20:00:00Z,SPY,413.430328622,1240,Market On Open,Filled,512653.60749128,"" 
2021-07-14T20:00:00Z,SPY,412.084483578,-1240,Market On Open,Filled,-510984.75963672,"Liquidated" 
2021-07-15T20:00:00Z,SPY,413.269206328,1242,Market On Open,Filled,513280.35425938,"" 
2021-07-21T20:00:00Z,SPY,412.103439142,-1242,Market On Open,Filled,-511832.47141436,"Liquidated" 
2021-07-22T20:00:00Z,SPY,414.719306974,1237,Market On Open,Filled,513007.78272684,"" 
2021-07-27T20:00:00Z,SPY,416.757030104,-1237,Market On Open,Filled,-515528.44623865,"Liquidated" 
2021-07-28T20:00:00Z,SPY,416.870763488,1233,Market On Open,Filled,514001.6513807,"" 
2021-07-30T20:00:00Z,SPY,417.382563716,-1233,Market On Open,Filled,-514632.70106183,"Liquidated" 
2021-08-02T20:00:00Z,SPY,415.55335179,1238,Market On Open,Filled,514455.04951602,"" 
2021-08-10T20:00:00Z,SPY,420.595531814,-1238,Market On Open,Filled,-520697.26838573,"Liquidated" 
2021-08-11T20:00:00Z,SPY,420.424931738,1236,Market On Open,Filled,519645.21562817,"" 
2021-08-13T20:00:00Z,SPY,421.38218772,-1236,Market On Open,Filled,-520828.38402192,"Liquidated" 
2021-08-16T20:00:00Z,SPY,421.078898696,1230,Market On Open,Filled,517927.04539608,"" 
2021-08-23T20:00:00Z,SPY,424.519333562,-1230,Market On Open,Filled,-522158.78028126,"Liquidated" 
